genre,season,capacity,ticket_price,marketing_spend,run_length_weeks,cast_popularity,is_musical,has_celebrity,prior_show_avg_rating,tickets_sold,total_revenue,sold_out
Tragedy,Fall,1935,224.71,203662.48,21,8.3,0,0,4.08,198799,44672123.29,0
Tragedy,Spring,759,161.15,311677.96,27,4.35,0,0,2.36,88072,14192802.8,0
Thriller,Spring,751,143.52,219024.86,19,6.97,0,1,5.24,105068,15079359.36,1
Tragedy,Winter,609,60.89,134851.83,10,9.19,0,1,2.81,41030,2498316.7,0
Comedy,Winter,242,230.72,215928.81,27,8.03,0,1,5.23,51749,11939529.28,1
Experimental,Winter,1195,150.25,52168.62,13,8.43,0,1,6.33,81831,12295107.75,0
Tragedy,Spring,658,26.37,354943.28,11,3.35,0,1,8.04,57324,1511633.88,1
Family,Fall,1728,29.11,415450.55,17,4.26,0,1,8.68,232657,6772645.27,1
Family,Winter,508,199.97,157162.97,6,7.6,0,0,7.01,20581,4115582.57,0
Tragedy,Fall,1343,61.44,285406.03,12,8.0,0,1,9.04,127638,7842078.72,1
Experimental,Fall,1112,159.72,119913.52,25,8.11,0,0,6.02,117575,18779079.0,0
Musical,Summer,1301,178.24,68092.92,20,7.66,1,1,7.39,189763,33823357.12,1
Experimental,Spring,402,87.86,333491.19,31,3.08,0,1,7.93,67056,5891540.16,0
Family,Summer,1039,153.1,71383.26,25,3.6,0,0,8.42,117563,17998895.3,0
Tragedy,Fall,1326,79.06,392079.64,12,9.48,0,1,7.77,126023,9963378.38,1
Family,Spring,813,237.92,139518.5,25,5.98,0,0,9.12,123781,29449975.52,0
Tragedy,Spring,1774,218.54,410164.13,27,7.79,0,0,5.26,300186,65602648.44,0
Drama,Summer,1153,89.81,187409.76,20,6.39,0,0,9.58,163128,14650525.68,1
Family,Winter,852,143.98,187577.08,24,9.32,0,1,4.6,161948,23317273.04,1
Drama,Fall,255,137.64,376533.52,17,8.82,0,0,1.63,33043,4548038.52,1
Comedy,Fall,503,241.01,257581.56,29,3.35,0,0,2.64,75769,18261086.69,0
Tragedy,Fall,1057,113.66,104483.83,9,8.96,0,1,6.02,65215,7412336.9,0
Family,Spring,920,151.5,425952.23,14,3.7,0,0,1.13,84080,12738120.0,0
Comedy,Summer,1768,233.96,173375.84,9,4.97,0,1,2.42,68254,15968705.84,0
Tragedy,Spring,1614,61.63,55874.5,5,8.66,0,1,4.37,47215,2909860.45,0
Musical,Winter,486,148.86,210920.52,20,3.92,1,0,6.62,76982,11459540.52,1
Musical,Winter,1264,48.78,289111.07,5,3.62,1,1,2.49,50054,2441634.12,1
Musical,Summer,1017,163.94,306893.24,8,7.02,1,0,6.17,64437,10563801.78,1
Musical,Summer,382,107.28,418625.88,24,10.0,1,1,6.97,72610,7789600.8,1
Experimental,Summer,1398,242.72,272996.38,9,2.18,0,1,7.87,32880,7980633.6,0
Family,Winter,1166,118.47,115736.69,27,7.31,0,1,6.94,249337,29538954.39,1
Family,Summer,357,55.64,134524.83,3,5.74,0,1,3.25,7920,440668.8,1
Musical,Winter,1042,212.65,54916.09,15,4.7,1,0,9.98,109075,23194798.75,0
Musical,Summer,1517,209.7,369282.52,4,7.75,1,1,8.99,48058,10077762.6,1
Drama,Fall,788,181.34,57441.07,3,5.99,0,1,4.36,10194,1848579.96,0
Tragedy,Fall,842,193.48,304877.25,25,8.18,0,1,1.26,154112,29817589.76,1
Comedy,Summer,398,84.56,300488.96,4,7.69,0,1,5.76,12608,1066132.48,1
Tragedy,Winter,567,169.46,393824.26,28,9.87,0,1,8.79,125737,21307392.02,1
Drama,Fall,1966,33.55,41941.7,19,8.3,0,1,8.4,295843,9925532.65,1
Family,Winter,1317,69.3,105441.12,16,1.6,0,0,9.08,153404,10630897.2,1
Comedy,Winter,516,234.76,455233.38,29,8.02,0,1,9.73,118514,27822346.64,1
Musical,Spring,1068,191.33,288257.23,13,6.85,1,1,7.42,109961,21038838.13,1
Family,Spring,546,76.9,231556.66,13,1.81,0,1,2.46,53710,4130299.0,1
Experimental,Fall,996,50.06,375099.75,14,6.45,0,1,1.33,86169,4313620.14,0
Musical,Summer,462,238.51,451752.57,21,7.76,1,1,2.36,76839,18326869.89,1
Tragedy,Summer,1313,50.24,135189.77,27,2.77,0,0,2.81,113923,5723491.52,0
Family,Spring,1226,82.84,451230.44,18,4.91,0,0,1.55,174778,14478609.52,1
Thriller,Summer,1340,66.09,58803.84,10,5.88,0,1,5.08,94733,6260903.97,1
Family,Summer,998,26.68,488953.11,28,4.72,0,1,8.05,221316,5904710.88,1
Comedy,Summer,714,95.68,86601.65,19,8.88,0,0,1.04,72075,6896136.0,0
Comedy,Fall,649,244.19,136787.0,26,2.52,0,0,8.23,71193,17384618.67,0
Thriller,Fall,587,101.93,52814.0,14,7.94,0,1,9.33,65086,6634215.98,1
Drama,Summer,972,138.47,402819.87,7,8.0,0,1,2.37,50921,7051030.87,1
Drama,Spring,1012,192.84,492194.87,30,5.03,0,1,1.19,208084,40126918.56,0
Thriller,Fall,1412,148.99,152003.37,22,5.86,0,0,5.31,188437,28075228.63,0
Thriller,Spring,294,192.31,166177.92,11,2.38,0,0,8.82,15427,2966766.37,0
Musical,Summer,707,173.87,143095.05,27,2.76,1,0,7.63,98077,17052647.99,0
Tragedy,Summer,1734,161.93,81639.91,2,5.78,0,1,1.31,11239,1819931.27,0
Comedy,Spring,1847,171.17,394784.89,29,3.02,0,0,7.06,406507,69581803.19,1
Tragedy,Summer,1875,204.81,35056.32,19,8.26,0,0,8.36,149775,30675417.75,0
Experimental,Summer,751,184.79,484048.19,19,6.55,0,1,3.44,73255,13536791.45,0
Musical,Winter,446,203.15,464021.18,2,1.51,1,0,6.88,7064,1435051.6,1
Experimental,Winter,556,57.76,63627.35,7,4.22,0,1,5.45,20827,1202967.52,0
Tragedy,Spring,437,177.48,267114.31,23,8.73,0,0,2.85,54905,9744539.4,0
Family,Fall,1918,190.83,496461.42,18,3.5,0,1,9.11,273430,52178646.9,1
Comedy,Fall,1790,92.49,427046.53,5,7.48,0,0,3.01,70884,6556061.16,1
Comedy,Summer,1659,221.78,358991.19,21,1.84,0,0,8.56,174817,38770914.26,0
Family,Summer,1513,93.56,16118.17,24,9.37,0,1,7.31,287591,26907013.96,1
Thriller,Winter,817,79.86,38846.84,10,5.04,0,1,2.99,54938,4387348.68,0
Drama,Summer,1056,220.1,398038.46,22,5.42,0,0,7.4,142177,31293157.7,0
Thriller,Spring,1714,80.58,191340.2,31,6.13,0,1,1.23,403285,32496705.3,1
Family,Summer,1665,118.49,335873.78,16,4.27,0,0,3.13,169329,20063793.21,0
Comedy,Summer,1133,107.78,370894.91,8,7.53,0,1,3.57,71786,7737095.08,1
Experimental,Summer,1707,227.06,213981.17,30,1.13,0,0,9.0,126677,28763279.62,0
Thriller,Spring,824,127.43,75973.97,29,2.46,0,0,9.24,141382,18016308.26,0
Comedy,Spring,944,181.22,196413.78,15,2.7,0,0,3.44,66905,12124524.1,0
Musical,Winter,1711,203.66,436168.98,14,6.72,1,0,5.27,189715,38637356.9,1
Thriller,Spring,877,166.28,168887.46,27,9.02,0,0,9.83,179550,29855574.0,1
Drama,Fall,1553,237.33,36011.47,2,1.57,0,0,6.99,8047,1909794.51,0
Family,Fall,1015,205.56,479770.05,11,8.67,0,1,1.63,88426,18176848.56,1
Tragedy,Fall,736,115.05,341935.07,18,8.38,0,1,4.52,90997,10469204.85,0
Tragedy,Winter,593,238.93,272724.09,21,1.69,0,0,4.79,43196,10320820.28,0
Drama,Spring,1292,143.03,415408.14,20,2.29,0,0,3.76,148288,21209632.64,0
Thriller,Summer,1063,30.08,208524.54,13,4.15,0,1,5.68,100177,3013324.16,1
Drama,Spring,864,83.5,492632.32,28,2.03,0,0,7.62,191600,15998600.0,1
Comedy,Fall,1537,164.89,429498.67,21,7.82,0,1,7.22,255633,42151325.37,1
Family,Fall,201,60.28,143869.65,18,5.54,0,1,4.16,28654,1727263.12,1
Experimental,Winter,365,156.42,188668.75,30,4.7,0,1,7.63,51775,8098645.5,0
Experimental,Summer,1931,106.36,141492.77,4,7.52,0,0,5.81,31895,3392352.2,0
Experimental,Spring,1394,145.24,331373.72,23,3.64,0,0,7.93,134826,19582128.24,0
Tragedy,Winter,1189,25.42,321469.31,29,8.84,0,1,2.03,273089,6941922.38,1
Drama,Fall,226,215.89,263640.41,21,6.89,0,0,4.64,27397,5914738.33,0
Family,Winter,1277,106.43,483090.99,18,4.12,0,1,4.55,182049,19375475.07,1
Family,Summer,982,56.54,238776.27,12,5.86,0,1,4.17,93329,5276821.66,1
Experimental,Summer,1279,123.53,392942.59,10,3.34,0,1,7.28,67013,8278115.89,0
Thriller,Summer,273,134.39,330757.08,18,9.86,0,1,6.01,38918,5230190.02,1
Musical,Fall,1191,168.42,261501.55,28,4.92,1,0,4.47,226750,38189235.0,0
Tragedy,Spring,1240,143.03,25837.08,15,9.07,0,1,5.83,106969,15299776.07,0
Tragedy,Winter,722,34.79,330460.04,5,9.8,0,0,7.34,28591,994680.89,1
Family,Spring,298,221.09,323084.57,16,5.82,0,0,7.08,35154,7772197.86,1
Comedy,Summer,1948,127.71,66812.63,4,7.57,0,1,7.85,58587,7482145.77,1
Comedy,Summer,1476,42.32,398977.91,30,6.15,0,0,8.66,350697,14841497.04,1
Musical,Fall,1319,198.89,236162.07,18,1.82,1,0,7.65,156771,31180184.19,0
Family,Fall,1580,173.53,165452.28,8,9.57,0,0,2.62,100108,17371741.24,1
Family,Winter,1407,171.12,412859.9,20,5.11,0,1,8.62,222868,38137172.16,1
Musical,Winter,441,121.06,174968.62,18,9.05,1,1,3.99,62868,7610800.08,1
Tragedy,Spring,1018,117.36,312816.14,17,6.9,0,1,6.99,120395,14129557.2,0
Tragedy,Spring,1799,145.68,310867.83,19,1.95,0,1,9.92,190689,27779573.52,0
Tragedy,Winter,718,36.38,31138.96,29,4.75,0,0,3.65,82629,3006043.02,0
Experimental,Summer,1949,92.27,214302.65,27,2.76,0,0,3.43,151137,13945410.99,0
Drama,Spring,315,247.28,115275.48,9,2.53,0,0,2.64,5334,1318991.52,0
Comedy,Winter,795,173.99,103787.48,9,7.44,0,1,9.86,56667,9859491.33,1
Drama,Fall,830,119.26,329206.13,31,1.27,0,0,4.84,123706,14753177.56,0
Drama,Spring,1311,75.03,10647.95,21,9.7,0,1,8.05,206252,15475087.56,1
Experimental,Winter,516,192.67,484694.09,2,5.05,0,1,1.44,4983,960074.61,0
Experimental,Fall,612,83.57,200718.55,17,5.41,0,0,2.62,47266,3950019.62,0
Musical,Fall,1391,61.53,152907.75,5,3.69,1,1,1.57,55083,3389256.99,1
Thriller,Winter,712,59.77,460387.33,2,1.77,0,0,8.34,11278,674086.06,1
Drama,Summer,1782,189.08,245902.71,7,6.29,0,0,1.96,50217,9495030.36,0
Drama,Summer,1766,169.63,309091.0,9,4.1,0,0,9.31,86861,14734231.43,0
Comedy,Fall,744,40.71,349446.12,4,6.62,0,0,6.97,23569,959493.99,1
Drama,Spring,1207,50.88,436348.58,27,6.0,0,1,9.19,258104,13132331.52,1
Tragedy,Spring,799,167.62,69222.28,15,2.95,0,0,4.68,42668,7152010.16,0
Experimental,Winter,820,153.5,45418.32,18,5.15,0,0,5.73,52056,7990596.0,0
Thriller,Spring,1406,179.35,496886.84,27,3.77,0,1,1.25,260170,46661489.5,0
Family,Fall,727,65.06,9397.48,27,3.16,0,0,5.19,99057,6444648.42,0
Tragedy,Summer,468,188.48,355556.4,26,7.93,0,1,6.32,78574,14809627.52,0
Musical,Spring,666,235.62,307477.35,7,1.11,1,0,1.91,17739,4179663.18,0
Musical,Fall,1872,160.24,278512.76,24,3.42,1,0,9.83,355829,57018038.96,1
Drama,Winter,666,69.13,393984.84,31,5.78,0,0,1.04,157450,10884518.5,1
Drama,Summer,854,177.9,496274.11,2,5.29,0,1,3.41,10287,1830057.3,0
Family,Spring,1331,102.19,28208.48,28,9.46,0,1,6.54,295162,30162604.78,1
Family,Spring,382,36.09,309192.59,27,8.59,0,1,5.48,81686,2948047.74,1
Family,Spring,683,93.03,359804.95,27,7.76,0,1,3.15,146052,13587217.56,1
Thriller,Winter,514,228.76,156439.96,13,5.63,0,1,9.88,48521,11099663.96,1
Tragedy,Summer,1863,117.51,446966.39,7,4.86,0,1,2.7,80174,9421246.74,0
Thriller,Summer,1878,219.55,231211.46,23,1.33,0,0,6.12,155336,34104018.8,0
Comedy,Spring,1560,139.45,86416.84,20,8.4,0,1,2.04,205704,28685422.8,0
Thriller,Summer,644,141.32,427931.87,23,4.88,0,0,1.51,82731,11691544.92,0
Family,Winter,1309,26.17,471748.18,9,3.89,0,0,5.39,93305,2441791.85,1
Family,Summer,1392,168.35,54259.88,7,6.46,0,0,8.24,46874,7891237.9,0
Thriller,Fall,1764,49.26,377082.03,29,7.79,0,1,5.78,405155,19957935.3,1
Musical,Spring,481,132.72,111432.04,17,5.71,1,1,3.64,55447,7358925.84,0
Family,Spring,1525,83.57,8327.5,27,2.35,0,0,1.15,167191,13972151.87,0
Comedy,Fall,549,113.29,134003.84,29,9.29,0,1,9.46,126094,14285189.26,1
Family,Spring,1223,145.84,428180.37,15,2.02,0,0,2.91,111625,16279390.0,0
Tragedy,Summer,1782,28.25,74886.02,9,9.73,0,0,6.17,100072,2827034.0,0
Experimental,Summer,311,89.03,69681.1,28,4.98,0,1,1.14,28597,2545990.91,0
Comedy,Spring,466,247.66,370828.61,23,9.52,0,1,1.87,75989,18819435.74,1
Experimental,Fall,1663,37.91,206148.02,21,9.23,0,1,2.53,200980,7619151.8,0
Family,Winter,233,96.86,78500.61,30,4.66,0,0,2.01,42785,4144155.1,0
Comedy,Spring,1433,97.32,118850.19,9,8.2,0,1,5.78,102144,9940654.08,1
Tragedy,Winter,1102,110.36,398327.95,12,1.81,0,0,4.57,71039,7839864.04,0
Tragedy,Fall,823,179.08,313518.05,3,1.74,0,1,8.21,13665,2447128.2,0
Family,Fall,1752,80.74,381659.74,13,4.2,0,1,2.05,180385,14564284.9,1
Thriller,Spring,1728,128.56,53397.75,15,6.49,0,0,4.88,127866,16438452.96,0
Family,Winter,786,170.09,231761.62,15,1.08,0,0,4.85,63396,10783025.64,0
Comedy,Spring,207,97.52,399567.59,6,5.64,0,1,3.08,9836,959206.72,1
Tragedy,Winter,430,238.47,136567.41,26,9.78,0,1,1.86,66995,15976297.65,0
Tragedy,Fall,393,245.43,88748.54,16,8.73,0,1,1.1,25897,6355900.71,0
Experimental,Summer,1968,51.93,193983.03,15,3.09,0,0,1.17,95628,4965962.04,0
Comedy,Spring,1274,102.36,170023.09,27,5.75,0,0,4.59,239402,24505188.72,0
Thriller,Fall,1418,71.79,96809.03,16,2.54,0,0,1.49,100532,7217192.28,0
Musical,Spring,615,67.03,477202.74,28,3.37,1,0,4.55,136382,9141685.46,1
Family,Fall,1731,135.47,244133.71,8,9.31,0,0,4.94,109676,14857807.72,1
Comedy,Winter,1500,151.86,305997.8,27,9.98,0,1,5.01,320760,48710613.6,1
Comedy,Summer,1553,120.77,64947.92,31,3.18,0,1,2.72,280958,33931297.66,0
Thriller,Spring,1042,86.32,306967.37,24,2.91,0,0,5.49,173235,14953645.2,0
Tragedy,Spring,1456,87.69,279884.73,28,4.45,0,0,4.53,232964,20428613.16,0
Family,Spring,1179,248.23,466305.02,24,5.01,0,1,9.91,224104,55629335.92,1
Tragedy,Spring,892,232.83,209096.82,20,1.8,0,0,1.41,34583,8051959.89,0
Tragedy,Spring,1270,42.08,392120.74,24,2.33,0,0,1.48,144078,6062802.24,0
Musical,Fall,783,172.72,155569.58,30,4.82,1,0,8.42,164693,28445774.96,0
Musical,Summer,1915,127.8,291575.48,20,3.12,1,0,3.39,254102,32474235.6,0
Comedy,Winter,1490,179.98,463850.35,22,8.6,0,1,2.65,259617,46725867.66,1
Experimental,Winter,1530,159.32,314410.3,4,7.76,0,0,8.87,37187,5924632.84,0
Experimental,Winter,1490,225.08,357023.55,30,5.83,0,0,5.79,193810,43622754.8,0
Thriller,Fall,1007,40.07,438612.34,25,4.89,0,1,6.54,199386,7989397.02,1
Thriller,Summer,1911,103.66,463085.06,6,8.48,0,1,1.07,90810,9413364.6,1
Comedy,Winter,574,246.74,108096.06,10,2.49,0,0,3.35,14972,3694191.28,0
Drama,Spring,1223,66.01,101939.83,8,8.99,0,0,3.33,66607,4396728.07,0
Musical,Summer,324,53.65,277485.68,11,1.44,1,0,7.85,28226,1514324.9,1
Comedy,Summer,730,189.02,497780.61,28,9.31,0,1,4.47,161884,30599313.68,1
Comedy,Fall,1234,199.92,247625.4,15,2.25,0,0,6.2,84425,16878246.0,0
Drama,Fall,1081,176.26,168797.96,14,8.31,0,1,9.39,119861,21126699.86,1
Drama,Winter,1894,199.64,270944.33,25,1.16,0,0,9.86,275228,54946517.92,0
Musical,Winter,1304,181.09,36875.91,13,8.34,1,1,2.15,104097,18850925.73,0
Thriller,Summer,940,55.55,92717.35,28,6.26,0,1,6.0,193126,10728149.3,1
Experimental,Winter,968,161.85,78715.61,24,1.17,0,0,7.29,48907,7915597.95,0
Thriller,Spring,1300,199.8,18818.19,9,7.97,0,0,8.04,67722,13530855.6,0
Tragedy,Winter,1624,219.74,362495.09,20,1.91,0,0,9.28,131733,28947009.42,0
Comedy,Spring,697,80.4,166109.9,16,5.86,0,1,7.56,88323,7101169.2,1
Comedy,Winter,1252,53.67,88425.47,12,3.99,0,1,7.21,118990,6386193.3,1
Musical,Summer,1234,200.75,258560.67,29,7.83,1,1,1.49,282207,56653055.25,1
Thriller,Winter,216,82.72,165104.98,13,8.68,0,1,5.9,22239,1839610.08,1
Tragedy,Spring,1842,32.18,199543.8,5,5.18,0,1,6.39,71912,2314128.16,1
Musical,Summer,1225,210.67,161188.25,14,7.82,1,0,7.27,108887,22939224.29,0
Comedy,Winter,635,138.85,6971.84,17,9.25,0,1,6.25,85496,11871119.6,1
Drama,Spring,1340,98.49,345722.79,5,7.2,0,0,4.69,49638,4888846.62,1
Drama,Summer,1420,27.57,59791.79,24,3.9,0,0,5.39,168911,4656876.27,0
Thriller,Spring,1847,32.95,113475.49,8,5.17,0,1,9.71,117025,3855973.75,1
Tragedy,Summer,261,203.34,99206.94,4,3.07,0,0,3.96,2221,451618.14,0
Thriller,Summer,944,135.18,169026.81,18,5.13,0,1,8.06,114610,15492979.8,0
Thriller,Fall,524,58.69,84297.85,6,3.21,0,0,6.47,19690,1155606.1,0
Experimental,Summer,1234,105.66,176741.3,25,8.27,0,1,4.99,168815,17836992.9,0
Family,Spring,1102,62.19,125415.85,4,6.49,0,0,4.73,32916,2047046.04,1
Thriller,Spring,1054,50.4,35301.48,14,6.7,0,1,5.84,111356,5612342.4,1
Experimental,Winter,1967,87.17,435928.67,3,1.99,0,0,8.2,34007,2964390.19,0
Tragedy,Winter,1156,148.64,156262.65,13,1.01,0,0,2.1,45014,6690880.96,0
Experimental,Spring,939,72.25,52164.66,29,8.1,0,1,9.2,145893,10540769.25,0
Family,Spring,321,102.33,263155.56,21,5.88,0,1,7.97,53388,5463194.04,1
Thriller,Spring,721,132.53,66021.38,18,9.38,0,0,4.14,81760,10835652.8,0
Experimental,Winter,1815,119.51,387681.13,6,5.84,0,1,1.09,61998,7409380.98,0
Tragedy,Fall,1013,53.94,35481.08,11,2.93,0,0,1.95,40947,2208681.18,0
Family,Winter,1838,33.74,234994.8,13,7.29,0,0,2.3,189240,6384957.6,1
Drama,Summer,1158,32.98,472194.03,19,7.31,0,1,1.93,169942,5604687.16,1
Experimental,Fall,1186,103.79,83689.68,8,1.59,0,0,1.93,25704,2667818.16,0
Thriller,Spring,973,186.73,104677.5,31,7.24,0,0,9.64,189682,35419319.86,0
Family,Fall,1201,54.53,302230.13,21,2.91,0,1,6.93,199750,10892367.5,1
Tragedy,Fall,320,202.07,490027.77,11,3.29,0,0,8.39,18435,3725160.45,0
Experimental,Summer,303,186.03,195988.7,5,1.28,0,0,6.07,3349,623014.47,0
Musical,Fall,1056,25.89,326079.32,19,6.65,1,0,6.58,158906,4114076.34,1
Musical,Fall,1276,31.02,80396.95,15,7.59,1,1,8.93,151588,4702259.76,1
Tragedy,Summer,1191,68.88,322491.58,22,3.07,0,0,3.36,138883,9566261.04,0
Family,Spring,972,37.63,130067.72,19,8.13,0,0,7.25,146266,5503989.58,1
Family,Spring,729,144.55,308577.37,21,7.86,0,0,9.09,121247,17526253.85,1
Tragedy,Winter,1476,33.92,48887.3,27,4.69,0,0,9.43,256809,8710961.28,0
Thriller,Summer,1288,205.6,264859.67,17,1.61,0,0,5.0,88684,18233430.4,0
Tragedy,Summer,284,135.92,122515.47,23,3.52,0,1,8.71,32185,4374585.2,0
Experimental,Fall,1014,188.79,342445.81,12,2.49,0,0,5.53,44909,8478370.11,0
Thriller,Summer,1479,193.91,375096.54,30,9.63,0,1,3.32,346989,67284636.99,1
Comedy,Summer,1611,139.02,424830.55,14,8.36,0,0,3.26,178627,24832725.54,1
Experimental,Fall,716,233.21,496235.71,22,1.71,0,0,5.07,60653,14144886.13,0
Musical,Fall,1864,247.8,232380.62,31,5.62,1,0,3.32,340409,84353350.2,0
Experimental,Fall,1373,105.82,336944.24,12,3.4,0,1,1.27,76119,8054912.58,0
Drama,Spring,987,53.32,14119.74,5,1.29,0,1,1.95,21076,1123772.32,0
Comedy,Summer,1328,106.73,453018.08,8,3.9,0,0,8.64,84142,8980475.66,1
Family,Summer,1768,75.25,309792.86,9,2.15,0,0,8.94,117780,8862945.0,1
Family,Fall,608,144.48,213565.76,3,3.0,0,1,8.86,14446,2087158.08,1
Experimental,Spring,470,110.14,219984.81,18,3.94,0,0,5.98,37977,4182786.78,0
Family,Spring,992,133.1,380207.84,10,4.68,0,0,9.42,78566,10457134.6,1
Thriller,Winter,351,196.72,417567.65,4,5.22,0,1,5.49,11119,2187329.68,1
Comedy,Fall,1704,86.65,404912.32,6,5.68,0,1,5.16,80974,7016397.1,1
Musical,Winter,1946,145.93,257739.4,10,4.33,1,1,5.27,154123,22491169.39,1
Musical,Summer,1290,100.41,188717.59,13,5.49,1,0,3.29,115470,11594342.7,0
Comedy,Winter,1963,201.62,473041.98,31,4.76,0,1,6.52,481955,97171767.1,1
Musical,Summer,323,168.9,318928.76,23,9.68,1,1,5.04,58837,9937569.3,1
Tragedy,Fall,1338,26.91,274108.44,23,1.61,0,0,9.77,201804,5430545.64,0
Family,Spring,997,173.51,301167.87,22,6.27,0,0,2.55,170965,29664137.15,1
Experimental,Winter,699,63.29,316783.92,26,2.74,0,0,1.69,90448,5724453.92,0
Tragedy,Summer,761,188.01,357971.08,11,4.38,0,0,4.16,40443,7603688.43,0
Experimental,Winter,1181,152.65,278826.42,4,5.92,0,1,2.94,24986,3814112.9,0
Experimental,Summer,1354,115.33,438300.9,17,7.84,0,1,9.93,135780,15659507.4,0
Experimental,Winter,495,181.16,430558.54,2,9.8,0,1,6.03,6321,1145112.36,0
Tragedy,Summer,1306,217.73,223917.58,8,5.44,0,0,4.24,33671,7331186.83,0
Comedy,Spring,1867,200.22,88425.38,24,3.31,0,1,6.78,217640,43575880.8,0
Experimental,Spring,218,147.71,290444.58,17,8.12,0,1,5.08,21414,3163061.94,0
Drama,Fall,1781,187.61,312266.06,22,2.99,0,0,2.88,215144,40363165.84,0
Comedy,Spring,1293,118.13,264072.89,17,5.57,0,1,4.55,174089,20565133.57,1
Musical,Summer,815,202.53,445836.02,18,8.62,1,1,3.58,116186,23531150.58,1
Family,Fall,1522,211.54,51045.03,11,4.63,0,0,6.74,85332,18051131.28,0
Thriller,Summer,1312,55.89,147272.16,8,6.01,0,0,8.35,74309,4153130.01,1
Musical,Spring,1583,78.56,433565.97,9,2.08,1,0,3.36,106500,8366640.0,1
Drama,Fall,346,85.75,470009.59,25,1.5,0,0,6.59,65277,5597502.75,1
Tragedy,Fall,306,62.37,215832.91,31,9.88,0,1,7.38,75129,4685795.73,1
Tragedy,Fall,1355,113.32,100358.77,4,2.61,0,0,4.33,20326,2303342.32,0
Family,Winter,746,68.43,213063.1,18,4.02,0,0,5.39,106349,7277462.07,1
Drama,Spring,628,159.0,230802.39,16,5.54,0,0,4.23,51553,8196927.0,0
Experimental,Summer,958,47.86,262186.84,18,4.37,0,0,4.36,62163,2975121.18,0
Tragedy,Spring,1505,85.73,140804.77,8,1.88,0,0,5.02,44011,3773063.03,0
Family,Winter,523,174.74,159750.57,2,2.77,0,0,3.66,4590,802056.6,0
Drama,Fall,1951,114.67,329515.88,8,5.44,0,1,5.39,116146,13318461.82,1
Musical,Spring,957,119.83,312788.1,7,4.95,1,0,7.77,53056,6357700.48,1
Musical,Fall,471,204.53,332740.74,3,8.18,1,0,4.55,11190,2288690.7,1
Comedy,Spring,328,246.52,191756.07,12,3.81,0,0,9.51,22321,5502572.92,0
Experimental,Summer,1743,152.14,171546.14,22,9.46,0,0,2.96,130029,19782612.06,0
Musical,Fall,403,42.79,179011.64,30,3.55,1,1,5.05,95752,4097228.08,1
Comedy,Fall,954,48.15,475832.36,21,3.98,0,0,6.42,158669,7639912.35,1
Musical,Winter,1403,242.91,200646.33,7,9.54,1,1,5.89,77782,18894025.62,1
Experimental,Fall,1123,177.83,305035.54,12,8.56,0,1,9.52,91930,16347911.9,0
Thriller,Winter,672,194.31,263807.38,11,3.85,0,0,3.92,40192,7809707.52,0
Family,Fall,394,177.05,438729.8,8,4.56,0,0,4.4,22984,4069317.2,1
Thriller,Spring,1480,65.41,187712.82,31,8.58,0,0,6.36,363369,23767966.29,1
Thriller,Spring,1082,125.88,219901.5,21,1.77,0,0,6.37,121105,15244697.4,0
Family,Winter,286,204.57,422183.17,16,3.65,0,0,8.09,36241,7413821.37,1
Musical,Spring,526,219.93,84674.02,15,5.78,1,0,8.15,54452,11975628.36,0
Experimental,Summer,1212,78.4,299175.8,11,8.46,0,1,1.1,59626,4674678.4,0
Family,Spring,503,159.09,202954.56,14,6.08,0,0,7.88,55772,8872767.48,1
Family,Summer,904,60.35,492966.82,21,5.41,0,1,7.46,150353,9073803.55,1
Comedy,Fall,424,240.61,362085.14,29,9.66,0,0,6.27,97384,23431564.24,1
Family,Spring,1634,81.75,10225.35,16,2.05,0,0,3.85,110881,9064521.75,0
Comedy,Summer,1334,188.49,420539.58,7,8.02,0,1,9.16,73956,13939966.44,1
Musical,Winter,1611,77.0,353073.93,30,2.14,1,1,7.64,382773,29473521.0,1
Experimental,Spring,294,163.61,282675.65,11,7.6,0,1,3.32,12592,2060177.12,0
Drama,Spring,876,173.33,121883.6,4,5.89,0,1,3.75,19579,3393628.07,0
Musical,Summer,681,98.9,78911.74,18,3.38,1,0,7.39,76046,7520949.4,0
Thriller,Winter,1320,209.24,316057.78,25,5.89,0,1,9.26,255159,53389469.16,1
Drama,Summer,1678,224.21,222770.44,9,8.91,0,1,5.41,97034,21755993.14,0
Experimental,Fall,609,217.39,431502.05,10,5.25,0,1,8.91,37852,8228646.28,0
Tragedy,Spring,1585,99.43,134874.92,10,1.06,0,0,4.44,50826,5053629.18,0
Musical,Fall,1244,192.48,320572.39,26,1.51,1,0,4.56,185147,35637094.56,0
Experimental,Spring,1683,150.89,128177.3,30,6.69,0,0,7.17,229758,34668184.62,0
Tragedy,Fall,346,158.34,319976.95,27,7.1,0,0,1.45,51214,8109224.76,0
Drama,Spring,1983,132.42,28930.6,8,4.62,0,0,2.25,59485,7877003.7,0
Thriller,Winter,982,160.06,198895.18,27,3.19,0,0,7.56,168463,26964187.78,0
Tragedy,Summer,704,55.52,90479.38,11,7.44,0,1,3.18,42391,2353548.32,0
Musical,Spring,528,116.99,304937.33,28,3.74,1,1,2.58,117089,13698242.11,1
Family,Summer,1972,64.98,161780.39,31,1.67,0,0,1.8,296711,19280280.78,0
